st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
ID,ALTURAS ELEMENTARY SCHOOL,160030000908,BLAINE COUNTY DISTRICT,1600300,HAILEY,83333,HAILEY,83333,Yes participating without using any Provision or the CEO,448,76,175
ID,ALTURAS INTERNATIONAL ACADEMY,160017501082,ALTURAS INTERNATIONAL ACADEMY INC.,1600175,IDAHO FALLS,83402,IDAHO FALLS,83402,Yes participating without using any Provision or the CEO,548,58,174
ID,ALTURAS PREPARATORY ACADEMY,160019901150,ALTURAS PREPARATORY ACADEMY INC,1600199,IDAHO FALLS,83404,IDAHO FALLS,83404,Yes participating without using any Provision or the CEO,406,23,113
HI,Alvah A Scott Elementary School,150003000147,Hawaii Department of Education,1500030,Aiea,96701,Aiea,96701,Yes participating without using any Provision or the CEO,425,105,220
IL,AlWood  Middle/High School,170366000058,AlWood CUSD 225,1703660,Woodhull,61490,Woodhull,61490,Yes participating without using any Provision or the CEO,197,,82
IL,AlWood Elem School,170366000057,AlWood CUSD 225,1703660,Alpha,61413,Alpha,61413,Yes participating without using any Provision or the CEO,184,,89
GA,Amana Academy School,130228003535,Fulton County,1302280,Alpharetta,30009,Alpharetta,30009,Yes participating without using any Provision or the CEO,734,95,354
GA,Amana Academy West Atlanta,130026504428,State Specialty Schools II- Amana Academy West Atlanta,1300265,Mableton,30126,Alpharetta,30004,Yes participating without using any Provision or the CEO,206,17,55
IL,Amboy Central Elem School,170369000059,Amboy CUSD 272,1703690,Amboy,61310,Amboy,61310,Yes under Community Eligibility Option (CEO),282,,127
IL,Amboy High School,170369000060,Amboy CUSD 272,1703690,Amboy,61310,Amboy,61310,Yes under Community Eligibility Option (CEO),236,,105
IL,Amboy Jr High School,170369000061,Amboy CUSD 272,1703690,Amboy,61310,Amboy,61310,Yes under Community Eligibility Option (CEO),207,,102
GA,Ambrose Elementary School,130135000578,Coffee County,1301350,Ambrose,31512,Ambrose,31512,Yes under Community Eligibility Option (CEO),405,114,334
IN,Amelia Earhart Elementary School,180540000545,Lafayette School Corporation,1805400,Lafayette,47909,Lafayette,47909,Yes under Community Eligibility Option (CEO),440,292,273
IL,Amelia V Carriel Jr High,172976006079,O Fallon CCSD 90,1729760,O Fallon,62269,O Fallon,62269,Yes participating without using any Provision or the CEO,695,,186
IL,American Dreamer STEM Academy,171185001406,Decatur SD 61,1711850,Decatur,62521,Decatur,62521,Yes under Community Eligibility Option (CEO),364,,281
ID,AMERICAN FALLS ACADEMY,160006000768,AMERICAN FALLS JOINT DISTRICT,1600060,AMERICAN FALLS,83211,AMERICAN FALLS,83211,Yes participating without using any Provision or the CEO,34,15,22
ID,AMERICAN FALLS HIGH SCHOOL,160006000003,AMERICAN FALLS JOINT DISTRICT,1600060,AMERICAN FALLS,83211,AMERICAN FALLS,83211,Yes participating without using any Provision or the CEO,442,73,220
ID,AMERICAN HERITAGE CHARTER SCHOOL,160016201044,AMERICAN HERITAGE CHARTER SCHOOL INC.,1600162,IDAHO FALLS,83402,IDAHO FALLS,83402,Yes participating without using any Provision or the CEO,536,44,131
IL,Americana Elementary School,173297003413,Queen Bee SD 16,1732970,Glendale Heights,60139,Glendale Heights,60139,Yes participating without using any Provision or the CEO,413,,229
ID,AMITY ELEMENTARY SCHOOL,160036000592,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83709,BOISE,83709,Yes participating without using any Provision or the CEO,384,59,120
ID,AMMON ELEMENTARY SCHOOL,160093000167,BONNEVILLE JOINT DISTRICT,1600930,AMMON,83406,AMMON,83406,Yes participating without using any Provision or the CEO,320,45,103
IL,Amos Alonzo Stagg High School,170840000458,Cons HSD 230,1708400,Palos Hills,60465,Palos Hills,60465,No,2583,,
IL,Amundsen High School,170993000587,Chicago Public Schools Dist 299,1709930,Chicago,60625,Chicago,60625,Yes under Community Eligibility Option (CEO),1585,,642
IN,Amy Beverland Elementary,180567002339,MSD Lawrence Township,1805670,Indianapolis,46236,Indianapolis,46236,Yes under Community Eligibility Option (CEO),808,344,375
IL,Andalusia Elem School,173444003545,Rockridge CUSD 300,1734440,Andalusia,61232,Andalusia,61232,Yes participating without using any Provision or the CEO,240,,61
IL,Anderson Elem School,173717003851,St Charles CUSD 303,1737170,Saint Charles,60174,Saint Charles,60174,Yes participating without using any Provision or the CEO,472,,163
GA,Anderson Elementary School,130123000476,Clayton County,1301230,Conley,30288,Conley,30288,Yes under Community Eligibility Option (CEO),479,184,429
IN,Anderson Elementary School,180015001847,Anderson Community School Corp,1800150,Anderson,46011,Anderson,46011,Yes under Community Eligibility Option (CEO),462,442,348
IN,Anderson Elementary School,180612001088,Madison Consolidated Schools,1806120,Madison,47250,Madison,47250,Yes participating without using any Provision or the CEO,461,361,327
IN,Anderson High School,180015000029,Anderson Community School Corp,1800150,Anderson,46013,Anderson,46013,Yes under Community Eligibility Option (CEO),1722,1699,1296
IN,Anderson Intermediate School,180015002682,Anderson Community School Corp,1800150,Anderson,46012,Anderson,46012,Yes under Community Eligibility Option (CEO),452,413,351
IN,Anderson Preparatory Academy,180007702425,Anderson Preparatory Academy,1800077,Anderson,46016,Anderson,46016,Yes under Community Eligibility Option (CEO),843,706,472
GA,Anderson-Livsey Elementary School,130255004003,Gwinnett County,1302550,Snellville,30039,Snellville,30039,Yes participating without using any Provision or the CEO,676,247,570
GA,Andrea B Williams Elementary School,130102000370,Savannah-Chatham County,1301020,Savannah,31404,Savannah,31404,Yes participating without using any Provision or the CEO,456,291,430
IL,Andrew Cooke Magnet Elem School,174125004122,Waukegan CUSD 60,1741250,Waukegan,60085,Waukegan,60085,Yes under Community Eligibility Option (CEO),370,,228
IN,Andrew J Brown Academy,180004201816,Andrew J Brown Academy,1800042,Indianapolis,46236,Indianapolis,46235,Yes under Community Eligibility Option (CEO),570,510,527
IN,Andrews Elementary School,180471000782,Huntington Co Com Sch Corp,1804710,Andrews,46702,Andrews,46702,Yes participating without using any Provision or the CEO,304,135,128
IN,Angola High School,181110001797,MSD Steuben County,1811100,Angola,46703,Angola,46703,Yes participating without using any Provision or the CEO,741,376,307
IN,Angola Middle School,181110001798,MSD Steuben County,1811100,Angola,46703,Angola,46703,Yes participating without using any Provision or the CEO,530,273,290
GA,Anita White Carson Middle School,130249002383,Greene County,1302490,Greensboro,30642,Greensboro,30642,Yes under Community Eligibility Option (CEO),396,203,386
IL,Ann Reid Early Childhood Center,172771006106,Naperville CUSD 203,1727710,Naperville,60540,Naperville,60540,No,380,,
IN,Anna Brochhausen School 88,180477000797,Indianapolis Public Schools,1804770,Indianapolis,46218,Indianapolis,46218,Yes under Community Eligibility Option (CEO),384,381,218
IL,Anna Junior High School,170375000064,Anna CCSD 37,1703750,Anna,62906,Anna,62906,Yes under Community Eligibility Option (CEO),247,,118
GA,Anna K. Davie Elementary,130444004206,Rome City,1304440,Rome,30161,Rome,30161,Yes under Community Eligibility Option (CEO),408,219,400
IL,Anna McDonald Elem School,172427002639,Manhattan SD 114,1724270,Manhattan,60442,Manhattan,60442,Yes participating without using any Provision or the CEO,591,,83
IN,Anna Willson School,180246000285,Crawfordsville Community Schools,1802460,Crawfordsville,47933,Crawfordsville,47933,Yes participating without using any Provision or the CEO,145,142,97
IL,Anna-Jonesboro High School,170378000067,Anna Jonesboro CHSD 81,1703780,Anna,62906,Anna,62906,Yes participating without using any Provision or the CEO,486,,250
IL,Annawan Grade School,170381000068,Annawan CUSD 226,1703810,Annawan,61234,Annawan,61234,Yes participating without using any Provision or the CEO,228,,92
IL,Annawan High School,170381000069,Annawan CUSD 226,1703810,Annawan,61234,Annawan,61234,Yes participating without using any Provision or the CEO,99,,35
IL,Anne Fox Elem School,173474003634,Schaumburg CCSD 54,1734740,Hanover Park,60133,Hanover Park,60133,No,339,,
IL,Anne M Jeans Elem School,173051003172,CCSD 180,1730510,Willowbrook,60527,Willowbrook,60527,Yes under Community Eligibility Option (CEO),312,,204
GA,Anne Street Elementary School,130252001099,Griffin-Spalding County,1302520,Griffin,30224,Griffin,30224,Yes under Community Eligibility Option (CEO),318,200,318
IL,Anne Sullivan Elem School,173285003402,Prospect Heights SD 23,1732850,Prospect Heights,60070,Prospect Heights,60070,Yes participating without using any Provision or the CEO,327,,74
IL,Annette Officer Elementary,171332005001,East St Louis SD 189,1713320,East Saint Louis,62205,East Saint Louis,62205,Yes under Community Eligibility Option (CEO),331,,313
GA,Annette Winn Elementary School,130186000860,Douglas County,1301860,Lithia Springs,30122,Lithia Springs,30122,Yes participating without using any Provision or the CEO,316,108,274
GA,Annie Belle Clark Elementary School,130498001682,Tift County,1304980,Tifton,31793,Tifton,31793,Yes under Community Eligibility Option (CEO),788,265,694
IN,Annie Burns-Hicks Elementary School,180432000744,School City of Hammond,1804320,Hammond,46324,Hammond,46324,Yes under Community Eligibility Option (CEO),626,554,432
IL,Annie Jo Gordon Comm Lrning Cntr,173123003265,Peoria SD 150,1731230,Peoria,61605,Peoria,61605,Yes under Community Eligibility Option (CEO),592,,542
GA,Annistown Elementary School,130255001901,Gwinnett County,1302550,Snellville,30039,Snellville,30039,Yes participating without using any Provision or the CEO,723,221,583
ID,ANSER CHARTER SCHOOL,160019500758,ANSER OF IDAHO INC.,1600195,GARDEN CITY,83714,GARDEN CITY,83714,Yes participating without using any Provision or the CEO,551,85,139
IL,Antioch Comm High School,170387000075,CHSD 117,1703870,Antioch,60002,Antioch,60002,No,1286,,
GA,Antioch Elementary School,130570001833,Whitfield County,1305700,Dalton,30721,Dalton,30721,Yes participating without using any Provision or the CEO,470,114,454
IL,Antioch Upper Grade School,170384000072,Antioch CCSD 34,1703840,Antioch,60002,Antioch,60002,Yes participating without using any Provision or the CEO,922,,265
HI,Anuenue School,150003000246,Hawaii Department of Education,1500030,Honolulu,96816,Honolulu,96816,Yes under Community Eligibility Option (CEO),450,157,270
GA,Apalachee High School,130029002350,Barrow County,1300290,Winder,30680,Winder,30680,Yes participating without using any Provision or the CEO,1928,272,1260
IL,Aplington Middle School,173210003361,Polo CUSD 222,1732100,Polo,61064,Polo,61064,Yes under Community Eligibility Option (CEO),105,,55
IL,Apollo Elem School,170139500019,Mercer County School District 404,1701395,Aledo,61231,Aledo,61231,Yes under Community Eligibility Option (CEO),345,,181
IL,Apollo Elem School,171314000063,East Maine SD 63,1713140,Des Plaines,60016,Des Plaines,60016,Yes participating without using any Provision or the CEO,530,,380
GA,Appling County Elementary School,130006000007,Appling County,1300060,Baxley,31513,Baxley,31513,Yes under Community Eligibility Option (CEO),1153,528,1138
GA,Appling County High School,130006000010,Appling County,1300060,Baxley,31513,Baxley,31513,Yes under Community Eligibility Option (CEO),1053,382,695
GA,Appling County Middle School,130006000009,Appling County,1300060,Baxley,31513,Baxley,31513,Yes under Community Eligibility Option (CEO),740,315,615
GA,Appling Middle School,130042000212,Bibb County,1300420,Macon,31211,Macon,31211,Yes under Community Eligibility Option (CEO),676,368,492
IL,Aptakisic Junior High School,170390004367,Aptakisic-Tripp CCSD 102,1703900,Buffalo Grove,60089,Buffalo Grove,60089,No,885,,
GA,Arabia Mountain High School - Academy of Engineering- Medic,130174003915,DeKalb County,1301740,Lithonia,30038,Lithonia,30038,Yes participating without using any Provision or the CEO,1272,223,823
ID,ARBON ELEMENTARY SCHOOL,160009000006,ARBON ELEMENTARY DISTRICT,1600090,ARBON,83212,ARBON,83212,No,18,,
IL,Arbor Academy,170003105833,TrueNorth Educl Cooprtv 804,1700031,Highland Park,60035,Highland Park,60035,No,,,
IL,Arbor Elementary School,170393000080,Arbor Park SD 145,1703930,Oak Forest,60452,Oak Forest,60452,Yes participating without using any Provision or the CEO,235,,125
IL,Arbor Park Middle School,170393000078,Arbor Park SD 145,1703930,Oak Forest,60452,Oak Forest,60452,Yes participating without using any Provision or the CEO,471,,220
GA,Arbor Springs Elementary,130150002307,Coweta County,1301500,Newnan,30265,Newnan,30265,Yes participating without using any Provision or the CEO,413,60,160
GA,Arbor Station Elementary School,130186000855,Douglas County,1301860,Douglasville,30135,Douglasville,30135,Yes participating without using any Provision or the CEO,566,182,436
IL,Arbor View Elem School,174050004076,CCSD 89,1740500,Glen Ellyn,60137,Glen Ellyn,60137,Yes participating without using any Provision or the CEO,319,,59
IL,Arbury Hills Elem School,173822003910,Summit Hill SD 161,1738220,Mokena,60448,Mokena,60448,Yes participating without using any Provision or the CEO,174,,39
IL,ARC,170016203208,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,1700162,Jacksonville,62650,Jacksonville,62650,Yes under Community Eligibility Option (CEO),0,,
IL,Arcadia Elem School,172502002717,Matteson ESD 162,1725020,Olympia Fields,60461,Olympia Fields,60461,Yes under Community Eligibility Option (CEO),532,,263
GA,Arcado Elementary School,130255001902,Gwinnett County,1302550,Lilburn,30047,Lilburn,30047,Yes participating without using any Provision or the CEO,933,170,602
GA,Archer High School,130255003838,Gwinnett County,1302550,Lawrenceville,30045,Lawrenceville,30045,Yes participating without using any Provision or the CEO,3073,375,1616
ID,ARCO ELEMENTARY SCHOOL,160049000007,BUTTE COUNTY JOINT DISTRICT,1600490,ARCO,83213,ARCO,83213,Yes participating without using any Provision or the CEO,195,45,91
IL,Arcola Elementary School,170396000082,Arcola CUSD 306,1703960,Arcola,61910,Arcola,61910,Yes participating without using any Provision or the CEO,410,,199
IL,Arcola High School,170396000083,Arcola CUSD 306,1703960,Arcola,61910,Arcola,61910,Yes participating without using any Provision or the CEO,291,,161
IN,Arcola School,180825001413,Northwest Allen County Schools,1808250,Arcola,46704,Arcola,46704,Yes participating without using any Provision or the CEO,230,79,82
IL,Ardmore Elem School,174035004052,SD 45 DuPage County,1740350,Villa Park,60181,Villa Park,60181,Yes under Community Eligibility Option (CEO),451,,126
IL,Ardmore Elem School,170315000478,Addison SD 4,1703150,Addison,60101,Addison,60101,Yes under Community Eligibility Option (CEO),238,,181
IN,Area 30 Career Center,180003402107,Area 30 Career Center Edu Inter,1800034,Greencastle,46135,Greencastle,46135,Yes participating without using any Provision or the CEO,0,,
IN,Area 31 Career & Tech Center,181281002565,MSD Wayne Township,1812810,Indianapolis,46214,Indianapolis,46214,No,0,,
IN,Area Career Center,180432000737,School City of Hammond,1804320,Hammond,46320,Hammond,46320,No,0,,
IL,Argenta-Oreana Elementary School,170399000084,Argenta-Oreana CUSD 1,1703990,Oreana,62554,Oreana,62554,Yes participating without using any Provision or the CEO,462,,251
IL,Argenta-Oreana High School,170399000085,Argenta-Oreana CUSD 1,1703990,Argenta,62501,Argenta,62501,Yes participating without using any Provision or the CEO,276,,156
IL,Argenta-Oreana Middle School,170399000086,Argenta-Oreana CUSD 1,1703990,Argenta,62501,Argenta,62501,Yes participating without using any Provision or the CEO,178,,107
